0;0;0;0;0;0;100;0;00
0;0;10;-10;0;0;100;0;00
0;0;20;-20;0;0;100;0;00
0;0;30;-30;0;0;100;0;00
0;0;40;-40;0;0;100;0;00
0;0;50;-50;0;0;100;0;00
0;0;60;-60;0;0;100;0;00
0;0;70;-70;0;0;100;0;00
0;0;80;-80;0;0;100;0;00
0;0;90;-90;0;0;100;0;00
0;0;100;-100;0;0;100;0;00
0;0;110;-110;0;0;100;0;00
0;0;120;-120;0;0;100;0;00
0;0;129.3;-129.3;0;0;100;0;00
0;0;138;-138;0;0;100;0;00
0;0;146.1;-146.1;0;0;100;0;00
0;0;153.6;-153.6;0;0;100;0;00
0;0;160.6;-160.6;0;0;100;0;00
0;0;167.1;-167.1;0;0;100;0;00
0;0;173.1;-173.1;0;0;100;0;00
0;0;178.7;-178.7;0;0;100;0;00
0;0;183.9;-183.9;0;0;100;0;00
0;0;188.7;-188.7;0;0;100;0;00
0;0;193.2;-193.2;0;0;100;0;00
0;0;197.4;-197.4;0;0;100;0;00
0;0;201.3;-201.3;0;0;100;0;00
0;0;204.9;-204.9;0;0;100;0;00
0;0;208.3;-208.3;0;0;100;0;00
0;0;211.4;-211.4;0;0;100;0;00
0;0;214.3;-214.3;0;0;100;0;00
0;0;217;-217;0;0;100;0;00
0;0;219.5;-219.5;0;0;100;0;00
0;0;221.9;-221.9;0;0;100;0;00
0;0;224.1;-224.1;0;0;100;0;00
0;0;226.1;-226.1;0;0;100;0;00
0;0;228;-228;0;0;100;0;00
0;0;229.8;-229.8;0;0;100;0;00
0;0;231.4;-231.4;0;0;100;0;00
0;0;232.9;-232.9;0;0;100;0;00
0;0;234.3;-234.3;0;0;100;0;00
0;0;235.6;-235.6;0;0;100;0;00
0;0;236.8;-236.8;0;0;100;0;00
0;0;237.9;-237.9;0;0;100;0;00
0;0;239;-239;0;0;100;0;00
0;0;240;-240;0;0;100;0;00
0;0;240.9;-240.9;0;0;100;0;00
0;0;241.8;-241.8;0;0;100;0;00
0;0;242.6;-242.6;0;0;100;0;00
0;0;243.3;-243.3;0;0;100;0;00
-0.314995;0.373628;251;-237;0.488692;0;100;0;00
-0.632071;0.745491;258.6;-230.6;0.488691;0;100;0;00
-0.951219;1.11558;266.2;-224.2;0.488692;0;100;0;00
-1.27243;1.48388;273.8;-217.8;0.488692;0;100;0;00
-1.59535;1.85067;281.3;-211.3;0.488692;0;100;0;00
-1.91997;2.21597;288.8;-204.8;0.488692;0;100;0;00
-2.2463;2.57975;296.3;-198.3;0.488692;0;100;0;00
-2.57397;2.94231;303.7;-191.7;0.488692;0;100;0;00
-2.90299;3.30364;311.1;-185.1;0.488692;0;100;0;00
-3.23335;3.66375;318.5;-178.5;0.488692;0;100;0;00
-3.56472;4.02294;325.8;-171.8;0.488691;0;100;0;00
-3.89709;4.3812;333.1;-165.1;0.488691;0;100;0;00
-4.23046;4.73853;340.4;-158.4;0.488691;0;100;0;00
-4.56483;5.09492;347.7;-151.7;0.488691;0;100;0;00
-4.90019;5.45039;355;-145;0.488691;0;100;0;00
-5.23621;5.80522;362.2;-138.2;0.488692;0;100;0;00
-5.57289;6.15943;369.4;-131.4;0.488692;0;100;0;00
-5.91023;6.51302;376.6;-124.6;0.488692;0;100;0;00
-6.24823;6.86597;383.8;-117.8;0.488692;0;100;0;00
-6.58688;7.2183;391;-111;0.488692;0;100;0;00
-6.92619;7.56999;398.2;-104.2;0.488692;0;100;0;00
-7.26616;7.92106;405.4;-97.4;0.488692;0;100;0;00
-7.60645;8.2718;412.5;-90.5;0.488692;0;100;0;00
-7.94706;8.62223;419.6;-83.6;0.488692;0;100;0;00
-8.28801;8.97234;426.7;-76.7;0.488692;0;100;0;00
-8.62927;9.32213;433.8;-69.8;0.488692;0;100;0;00
-8.97087;9.67161;440.9;-62.9;0.488692;0;100;0;00
-9.31279;10.0208;448;-56;0.488692;0;100;0;00
-9.65503;10.3696;455.1;-49.1;0.488692;0;100;0;00
-9.9976;10.7181;462.2;-42.2;0.488692;0;100;0;00
-10.3405;11.0663;469.3;-35.3;0.488692;0;100;0;00
-10.6837;11.4142;476.4;-28.4;0.488692;0;100;0;00
-11.0272;11.7618;483.5;-21.5;0.488692;0;100;0;00
-11.3711;12.109;490.6;-14.6;0.488692;0;100;0;00
-11.7153;12.4559;497.7;-7.69997;0.488692;0;100;0;00
-12.0598;12.8025;504.8;-0.799966;0.488692;0;100;0;00
-12.4043;13.1491;511.8;6.20003;0.488692;0;100;0;00
-12.7488;13.4957;518.8;13.2;0.488691;0;100;0;00
-13.0933;13.8423;525.8;20.2;0.488692;0;100;0;00
-13.4378;14.1889;532.8;27.2;0.488692;0;100;0;00
-13.7824;14.5355;539.8;34.2;0.488692;0;100;0;00
-14.1269;14.8821;546.8;41.2;0.488692;0;100;0;00
-14.4714;15.2288;553.8;48.2;0.488692;0;100;0;00
-14.8159;15.5754;560.8;55.2;0.488692;0;100;0;00
-15.1604;15.922;567.8;62.2;0.488692;0;100;0;00
-15.5049;16.2686;574.8;69.2;0.488692;0;100;0;00
-15.8494;16.6152;581.8;76.2;0.488692;0;100;0;00
-16.1939;16.9618;588.8;83.2;0.488692;0;100;0;00
