0;0;0;0;0;0;100;0;00
0;0;-7.9;7.9;0;0;100;0;00
0;0;-15.8;15.8;0;0;100;0;00
0;0;-22.8;22.8;0;0;100;0;00
0;0;-29.1;29.1;0;0;100;0;00
0;0;-34.7;34.7;0;0;100;0;00
0;0;-39.8;39.8;0;0;100;0;00
0;0;-44.3;44.3;0;0;100;0;00
0;0;-48.4;48.4;0;0;100;0;00
0;0;-52;52;0;0;100;0;00
0;0;-55.3;55.3;0;0;100;0;00
0;0;-58.2;58.2;0;0;100;0;00
0;0;-60.8;60.8;0;0;100;0;00
0;0;-63.1;63.1;0;0;100;0;00
0;0;-65.2;65.2;0;0;100;0;00
0;0;-67.1;67.1;0;0;100;0;00
0;0;-68.8;68.8;0;0;100;0;00
0;0;-70.3;70.3;0;0;100;0;00
0;0;-71.7;71.7;0;0;100;0;00
0;0;-72.9;72.9;0;0;100;0;00
0;0;-74;74;0;0;100;0;00
0;0;-75;75;0;0;100;0;00
0;0;-75.9;75.9;0;0;100;0;00
0;0;-76.7;76.7;0;0;100;0;00
0;0;-77.4;77.4;0;0;100;0;00
0;0;-78;78;0;0;100;0;00
0;0;-78.6;78.6;0;0;100;0;00
0;0;-79.1;79.1;0;0;100;0;00
0;0;-79.5;79.5;0;0;100;0;00
0;0;-79.9;79.9;0;0;100;0;00
0;0;-80.3;80.3;0;0;100;0;00
0;0;-80.6;80.6;0;0;100;0;00
0;0;-80.9;80.9;0;0;100;0;00
0;0;-81.2;81.2;0;0;100;0;00
0;0;-81.4;81.4;0;0;100;0;00
0;0;-81.6;81.6;0;0;100;0;00
0;0;-81.8;81.8;0;0;100;0;00
0;0;-82;82;0;0;100;0;00
0;0;-82.1;82.1;0;0;100;0;00
0;0;-82.2;82.2;0;0;100;0;00
0;0;-82.3;82.3;0;0;100;0;00
0;0;-82.4;82.4;0;0;100;0;00
0;0;-82.5;82.5;0;0;100;0;00
0.35122;-0.339801;-75.6;89.6;0.488692;0;100;0;00
0.702123;-0.679928;-68.7;96.7;0.488692;0;100;0;00
1.05271;-1.02038;-61.8;103.8;0.488692;0;100;0;00
1.40298;-1.36116;-54.9;110.9;0.488692;0;100;0;00
1.75293;-1.70227;-48;118;0.488692;0;100;0;00
2.10288;-2.04337;-41;125;0.488692;0;100;0;00
2.45283;-2.38448;-34;132;0.488692;0;100;0;00
2.80279;-2.72559;-27;139;0.488692;0;100;0;00
3.15274;-3.06669;-20;146;0.488692;0;100;0;00
3.50269;-3.4078;-13;153;0.488692;0;100;0;00
3.85264;-3.7489;-5.99997;160;0.488692;0;100;0;00
4.20259;-4.09001;1.00003;167;0.488692;0;100;0;00
4.55255;-4.43112;8.00003;174;0.488692;0;100;0;00
4.9025;-4.77222;15;181;0.488692;0;100;0;00
5.25245;-5.11333;22;188;0.488692;0;100;0;00
5.6024;-5.45443;29;195;0.488692;0;100;0;00
5.95235;-5.79554;36;202;0.488692;0;100;0;00
6.3023;-6.13665;43;209;0.488692;0;100;0;00
6.65226;-6.47775;50;216;0.488692;0;100;0;00
7.00221;-6.81886;57;223;0.488692;0;100;0;00
7.35216;-7.15996;64;230;0.488692;0;100;0;00
7.70211;-7.50107;71;237;0.488692;0;100;0;00
8.05206;-7.84218;78;244;0.488692;0;100;0;00
8.40202;-8.18328;85;251;0.488692;0;100;0;00
8.75197;-8.52439;92;258;0.488692;0;100;0;00
9.10192;-8.86549;99;265;0.488692;0;100;0;00
9.45187;-9.2066;106;272;0.488692;0;100;0;00
9.80182;-9.54771;113;279;0.488692;0;100;0;00
10.1518;-9.88881;120;286;0.488692;0;100;0;00
10.5017;-10.2299;127;293;0.488692;0;100;0;00
10.8517;-10.571;134;300;0.488692;0;100;0;00
11.2016;-10.9121;141;307;0.488692;0;100;0;00
11.5516;-11.2532;148;314;0.488692;0;100;0;00
11.9015;-11.5943;155;321;0.488692;0;100;0;00
12.2515;-11.9355;162;328;0.488692;0;100;0;00
12.6014;-12.2766;169;335;0.488692;0;100;0;00
12.9514;-12.6177;176;342;0.488692;0;100;0;00
13.3013;-12.9588;183;349;0.488692;0;100;0;00
13.6513;-13.2999;190;356;0.488692;0;100;0;00
14.0012;-13.641;197;363;0.488692;0;100;0;00
14.3512;-13.9821;204;370;0.488692;0;100;0;00
14.7011;-14.3232;211;377;0.488692;0;100;0;00
15.0511;-14.6643;218;384;0.488692;0;100;0;00
15.4011;-15.0054;225;391;0.488692;0;100;0;00
15.751;-15.3465;232;398;0.488692;0;100;0;00
16.101;-15.6876;239;405;0.488692;0;100;0;00
16.4509;-16.0287;246;412;0.488692;0;100;0;00
16.8009;-16.3698;253;419;0.488692;0;100;0;00
17.1508;-16.7109;260;426;0.488692;0;100;0;00
17.5008;-17.052;267;433;0.488692;0;100;0;00
17.8507;-17.3932;274;440;0.488692;0;100;0;00
18.2007;-17.7343;281;447;0.488692;0;100;0;00
18.5506;-18.0754;288;454;0.488692;0;100;0;00
18.9006;-18.4165;295;461;0.488692;0;100;0;00
19.2505;-18.7576;302;468;0.488692;0;100;0;00
19.6005;-19.0987;309;475;0.488692;0;100;0;00
19.9504;-19.4398;316;482;0.488692;0;100;0;00
20.3004;-19.7809;323;489;0.488692;0;100;0;00
20.6503;-20.122;330;496;0.488692;0;100;0;00
21.0003;-20.4631;337;503;0.488692;0;100;0;00
21.3502;-20.8042;344;510;0.488693;0;100;0;00
21.7002;-21.1453;351;517;0.488693;0;100;0;00
22.0501;-21.4864;358;524;0.488692;0;100;0;00
22.4001;-21.8275;365;531;0.488692;0;100;0;00
22.7501;-22.1686;372;538;0.488692;0;100;0;00
23.1;-22.5098;379;545;0.488692;0;100;0;00
23.45;-22.8509;386;552;0.488692;0;100;0;00
23.7999;-23.192;393;559;0.488692;0;100;0;00
24.1499;-23.5331;400;566;0.488692;0;100;0;00
24.4998;-23.8742;407;573;0.488692;0;100;0;00
24.8498;-24.2153;414;580;0.488692;0;100;0;00
25.1997;-24.5564;421;587;0.488692;0;100;0;00
25.5497;-24.8975;428;594;0.488692;0;100;0;00
25.8996;-25.2386;435;601;0.488692;0;100;0;00
26.2496;-25.5797;442;608;0.488692;0;100;0;00
26.5995;-25.9208;449;615;0.488692;0;100;0;00
26.9495;-26.2619;456;622;0.488692;0;100;0;00
27.2994;-26.603;463;629;0.488692;0;100;0;00
27.6494;-26.9441;470;636;0.488692;0;100;0;00
27.9993;-27.2852;477;643;0.488692;0;100;0;00
28.3493;-27.6263;484;650;0.488692;0;100;0;00
28.6993;-27.9675;491;657;0.488692;0;100;0;00
29.0492;-28.3086;498;664;0.488692;0;100;0;00
29.3992;-28.6497;505;671;0.488692;0;100;0;00
29.7491;-28.9908;512;678;0.488692;0;100;0;00
30.0991;-29.3319;519;685;0.488692;0;100;0;00
30.449;-29.673;526;692;0.488692;0;100;0;00
30.799;-30.0141;533;699;0.488692;0;100;0;00
31.1489;-30.3552;540;706;0.488692;0;100;0;00
31.4989;-30.6963;547;713;0.488692;0;100;0;00
31.8488;-31.0374;554;720;0.488692;0;100;0;00
32.1988;-31.3785;561;727;0.488692;0;100;0;00
32.5487;-31.7196;568;734;0.488692;0;100;0;00
